user,hike_id
alexelzach,balfrin ulrichshorn berschreitung_46.16_7.84
cristina,monte moregallo 1276 m_45.85_9.34
morgan,passeggiata tra nobiallo e san siro lario_46.05_9.25
cristina,monte tremezzo 1700 m_46.01_9.18
Max,mount roy mount alpha traverse_-44.72_169.07
Ricky e Lalla,cima sodadura lc_45.72_9.25
caco,prato cipolla_44.55_9.48
Menek,tra la via emilia e il west parco del beigua_44.42_8.61
caco,centro fondo ceci_44.77_9.3
quacamozza,staufner berg und premium winterwanderweg kapfwaldrunde_47.55_10.03
Gemse,ein kurzer tripp ins murnauer moos_47.7_11.4
cristina,al vaccaro sulle orme del grandemago_45.9_9.87
gbal,a zonzo con sci ciaspole tra brinzio e martica_45.89_8.79
quacamozza,ochsenberg und riedholzer kugel_47.62_10.09
ser59,sodadura cima di piazzo sodadura_45.93_9.55
aBart,schnee am san salvatore_45.97_8.94
grandemago,val codera in abito bianco_46.24_9.47
Menek,su e gi per la lessinia cercando la primaneve_45.67_11.05
morgan,monte todano 1667m val grande_46_8.53
cristina,monte galero 1708 m_44.13_8.01
veget,a 78 metri dal monte giove mt 1298 rinviato spero_46.07_8.68
cristina,monte armetta 1739 m_44.12_7.96
cristina,punta martin 1001 m_44.47_8.78
Massimo,paganini non ripete noi si bivacco della forcola fallito_46.31_9.33
alexelzach,monte del forno_46.36_9.7
Gemse,durch die nebelsuppe bei hattenhofen_48.23_11.14
Kanu,wieder einmal ber den blauen_47.75_7.67
ser59,m s primo m palanzone_45.89_9.22
Poge,monte beigua da varazze_44.4_8.58
quacamozza,reuterwanne edelsberg und hochvogel nummer 2_47.6_10.47
detlefpalm,saglyk yoly the path of health part 3_37.84_58.32
detlefpalm,k w ata_38.3_57.52
Krokus,f hntour ber h rnli roten und hirzegg_47.35_8.96
cappef,monte covreto 1593 m_46.1_8.78
quacamozza,panoramaweg zum burgkranzegger horn_47.64_10.42
Sky,arosa snow walk and run halbmarathon_46.78_9.66
Francesco,cimetta 1671 m cima delle trosa 1869 m_46.2_8.79
veget,monte mazzoccone quasi lo mancavamo cusio valle strona_45.88_8.36
Bertrand,capanna monte bar en circuit depuis bidogno_46.09_9.01
morgan,sacro monte e campo dei fiori_45.88_8.76
numbers,monte san defendente alla scoperta di bellano e del suo territorio_46.02_9.31
Poge,cima d asnas cima delle guardie bonom tour nel biellese_45.69_8.04
cristina,monte altissimo di nago 2079 m_45.83_10.9
cristina,corno di tres 1812 m_46.31_11.16
cristina,monte marzola 1738 m_46.04_11.17
Bertrand,mognone orino circuit au d part de gudo_46.19_8.95
Poge,grignone canalone ovest variante di sx_45.95_9.36
Menek,il grona ce la manda buona e il bregagno con i pantaloni di fustagno_46.07_9.22
pm1996,grigna settentrionale cresta di piancaformia integrale_45.97_9.37
Kanu,blauen im winter wie im herbst_47.75_7.67
Max64,sassariente 1767m e cima di sassello 1891m_46.2_8.9
quacamozza,edelsberg runde_47.59_10.52
veget,epifania ai balmit monte todano_46_8.53
cappef,cima d aspra 1848 m_46.24_9
ser59,diavolo di tenda in invernale_46.03_9.85
grandemago,morro de la loma del pozo lanzarote_28.9_-13.75
morgan,forte di orino 1139 campo dei fiori_45.88_8.73
morgan,tramonto al sasso del ferro valcuvia_45.92_8.64
cai56,miniere della passata_45.85_9.45
Max64,monte camino 2397 m_45.64_7.96
ser59,pizzo scalino piz cancian_46.29_9.96
grandemago,caldera colorada y monta a negra_29_-13.68
SCM,projekt zh40 z richberg 676m_47.39_8.56
SCM,projekt zh40 adlisberg 701m_47.38_8.58
cappef,oress mos fojorina torrione_46.07_9.06
pm1996,lecco pizzetti val verde m cotignone medale lecco_45.88_9.39
veget,concatenamento tra le frazioni di omegna casale c c e gravellona toce_45.91_8.42
ser59,m pradella cima d aviasco_46.01_9.82
pame,jbel kelaa 1616m tageswanderung im rif_35.19_-5.23
Giaco,monte generoso_45.93_9.03
patripoli,che vento al bar_46.1_9.01
tricky,alpine nachmittagstour auf den ch emettler_47.17_9.07
giorgio59m,valle d usedi quasi sconosciuta_46.41_8.84
veget,l ultima del 2014 al monte carza da cannero_46.03_8.68
Massimo,e primavera traversata sestri levante deiva marina baciati dal sole_44.25_9.46
cappef,il pizzo 1644m monte todano 1667m_46.01_8.55
joe,gratlspitz von s den_47.41_11.94
tignoelino,capodanno al pizzo ragno_46.1_8.45
CampoTencia,cyprianspitz zipperspitz zipperi_46.93_9.6
pame,jbel musa 851m zwei kontinente zwei meere und drei laender_35.9_-5.41
Poge,monte legnone_46.09_9.39
Angelo & Ele,monte barro e l incontro di un poker d appassionati_45.82_9.37
Max64,cima lari 2144 m_46.14_8.24
Simone86,grignone invernale 2410m_45.94_9.41
Simone86,velate forte di orino sacro monte h n r_45.86_8.77
pame,todra tageswanderung auf nomadenpfaden_31.58_-5.61
giorgio59m,punta di larescia cercando la neve e sfidando il vento_46.51_8.91
quacamozza,hohenkapf und schwarzer grat adelegg teil 1_47.69_10.14
atal,al forte di orino dalla dorsale nord campo dei fiori_45.88_8.73
Patrik Dentsch,steg alpenblick h tte steg_47.12_9.57
quacamozza,zirmgrat_47.56_10.6
Urs,sch fler_47.28_9.41
patripoli,un inedito san primo_45.92_9.22
tignoelino,versante est di pontemaglio_46.19_8.34
mountainrescue,mugel ber forststra en jagdsteige querfeldein ber stock und stein_47.37_15.17
Massimo,tramonto ai corni fiaccolata al cornizzolo e cena al terz alpe_45.85_9.31
grandemago,a picco sull oceano punta de gayo_29.17_-13.51
Simone86,massa del turlo 1 959m_45.88_8.27
ejain,le littoral de sainte rose_16.35_-61.75
justus,wageten 1755m riesetengrat 1735m fridlispitz 1624m_47.12_9.03
justus,ber dem nebel vorder gl rnisch 2328m_47.02_9.06
tignoelino,un natale no carbon_46.2_8.31
xaendi,sassariente_46.19_8.89
ser59,grigna settentrionale cresta integrale di piancaformia 24 12 2014_45.97_9.37
ejain,la grande soufri re_16.04_-61.67
milan,heilig abend nachmittags auf s wertacher h rnle 1695m_47.54_10.4
beppu,rundwanderung natischerberg_46.33_7.98
Randolins,zur fuorcla albana_46.49_9.8
cristina,bric aguzzo 1079 m e monte carmo 1389 m_44.17_8.21
cristina,monte delle figne 1172 m e monte tobbio 1092 m_44.56_8.83
SCM,rautispitz 2283m_47.08_9.01
poudrieres,durch den g rbegraben auf den selib el_46.74_7.47
Massimo,barolando_44.6_7.97
Bergamotte,federispitz 1865m ab ziegelbr cke_47.15_9.07
Menek,la materia e l antimateria ovvero il m muggio con angelo ele_46.04_9.36
giorgio59m,rifugio gana rossa festa di natale dei girovagando e non solo_46.5_8.83
gbal,il monte generoso da sud alla scoperta di nuovi sentieri_45.9_9
ejain,la pointe bacchus_16.2_-61.59
detlefpalm,yerevan cascade_40.19_44.52
aBart,lachen st cklichr tz pf ffikon_47.17_8.82
Sky,monte alben 2019 m la croce 1978 m_45.85_9.77
Luca & Rita,groenlandia la terra del ghiaccio trekking kaiak in groenlandia_61.18_-45.39
poudrieres,spaziergang an der riviera fribourgeoise_46.96_7.1
Bergfritz,osser 1548 m berschreitung_47.35_15.49
ser59,arete valegino lemma_46.05_9.72
Giaco,cima della trosa_46.2_8.79
poudrieres,von zamora in den barranco de la virgen_28.07_-15.57
poudrieres,von der degollada de la becerra zu den cuevas del caballero_28_-15.6
Poge,double monte bisbino_45.86_9.06
tricky,besuch von meinem neuen hausberg federispitz_47.17_9.07
Gherard,hochmiesing von geitau drumherum und hinauf_47.67_11.95
laponia41,adventswanderung eggerberg birgisch sonne wolken schnee_46.31_7.92
paolo aaeabe,una mattina da grignone_45.94_9.41
poudrieres,auf die altavista_28.02_-15.69
poudrieres,gro e runde ber der caldera de tejeda_27.98_-15.59
poudrieres,runde durch den barranco de guayadeque_27.95_-15.53
Bertrand,bireflue en circuit depuis beatenberg le printemps en hiver_46.7_7.8
ejain,la trace des ruisseaux_16.17_-61.7
poudrieres,grosse runde durchs agaete tal und ber die tamadaba_28.07_-15.67
Matthias Pilz,wanderung aufs feistererhorn_47.4_14.72
Matthias Pilz,wanderung auf ro eck_47.37_15.2
Matthias Pilz,wanderung auf den gschwendtberg_47.28_15.33
ejain,le littoral de deshaies_16.33_-61.79
quacamozza,kammwanderung kalzhofner h he salmaser h he_47.58_10.11
poudrieres,barranco de los cernicalos_27.97_-15.48
poudrieres,runde um den bandama krater_28.03_-15.46
quacamozza,hauchenbergkamm und stoffelberg_47.61_10.16
cristina,cimetta di orino 1823 m buona la terza_46.19_8.95
Simone86,r t o trail_45.73_8.84
Simone86,mezzomerico 4 forest race_45.63_8.59
maawaa,drei gipfel tour im schwarzwald_47.78_8.05
Menek,in zona veget col tempo balordo facciamo il fai t_45.98_8.45
poudrieres,vom cruz del carpio zur mont na de s ndara_27.95_-15.66
Bertrand,wasserflue geissflue aarau olten par le chemin des coliers_47.39_7.97
pm1996,pizzetto sud 535 m e corno di regismondo 1254 m_45.87_9.39
poudrieres,umrundung des roque bentayga_27.99_-15.65
poudrieres,von hoya de la vieja zum roque nublo_27.97_-15.62
Poge,una grande impresa_46.5_11.35
poudrieres,grosse runde in der caldera de tirijana_27.9_-15.54
beppu,von egg zu egg im emmental_47.04_7.7
ser59,monte aga_46.04_9.83
cristina,zuccone campelli 2161 m e anello dei campelli_45.95_9.51
giorgio59m,una domenica in verzasca rifugio alpe costa_46.34_8.81
Francesco,forti di genova_44.45_8.93
cristina,cima delle duaria 1447m monti di lenno 1589 m e galbiga 1698 m_45.99_9.16
Francesco,punta martin 1001 m monte penello 995 m_44.47_8.79
Menek,la punta almana salirci un giogo_45.7_10.14
paolo aaeabe,un bel sorriso con i denti della vecchia_46.05_9.03
Poge,mont mulat_46.32_11.63
cristina,monte bregagno 2017 m e monte grona 1736 m_46.08_9.22
jaschwilli,von freiburg auf dem querweg nach engen 100 km biwak tour in 2 5 tagen tag 2 wutachschlucht_47.85_8.39
Menek,via una colma se ne fa un altra ma dov montecampione_45.79_10.19
genepi,once more at czarny staw_49.25_20
Daniele,monte sodadura_45.94_9.52
Poge,monte altissimo alto garda_45.83_10.9
grandemago,motto della croce m 1887_46.19_9.34
sermer,par di scut m 2585 cima sud scialpinismo_46.53_8.8
quacamozza,ntschengrat wannenberg ntschenspitze_47.3_10.09
beppu,ifonche ausgangspunkt dieser wanderung_28.14_-16.7
CampoTencia,in kick und nebel ber den roten_47.33_8.96
CampoTencia,ber dem nebel auf spicher und hochalp_47.29_9.28
beppu,rundwanderung oberhalb la quinta_28.15_-16.72
Chiemgauer,gamsfeld 2027m vom schmalztrager 1889m bis zum kleinen brettkogel 1585m_47.61_13.46
Chiemgauer,berschreitungsversuch rettenkogel 1780m rinnkogel 1823m wenigsten 500sten gipfel jahr geschafft_47.7_13.51
joe,schimbrig_46.93_8.12
Poge,da baveno a stresa passando per il mottarone_45.89_8.49
gebre,monte della strega 1 279m_43.45_12.77
detlefpalm,attempt on azhdahak_40.17_44.85
quacamozza,falkenstein auf dem falken rottachberg waldweg und gratweg_47.59_10.28
Bertrand,travers e int grale e w de l appenzell d altst tten urn sch trailrun_47.36_9.42
Mutz,novembersonne auf dem schnebelhorn 1292m_47.34_8.96
passiun_ch,piz daint 2968 m_46.63_10.28
cristina,monte zingla 1496 m_45.69_10.57
cristina,metti una giornata al cornizzolo tanto per schivare la pioggia_45.85_9.31
ser59,pizzo tre confini solo per me_46.03_10.05
monigau,hoch lpelekopf_47.41_9.81
monigau,achalm auf den reutlinger hausberg_48.49_9.24
monigau,georgenberg ein vulkankegel_48.47_9.22
patripoli,prima saliamo sul foldone e poi giriamo intorno al sornadello_45.86_9.6
Bombo,grosser mythen 1898m via schafweg rotgr tli_47.02_8.71
Menek,una bellavista sat n sul monte alto_45.64_9.98
Luca & Rita,monte generoso 1 701 metri_45.92_9.01
Luca & Rita,monte bar m1816_46.1_9.01
SCM,ahornen rundtour_47.09_8.99
3614m,stauberen runde_47.27_9.47
quacamozza,hochgrat und leiterberg_47.5_10.13
quacamozza,tennenmooskopf und ostertalberg_47.49_10.16
Sky,mont noble 2673 m_46.2_7.47
veget,alpe camasca cusio vallestrona_45.88_8.37
monigau,walmendinger horn und ochsenhoferk pfe_47.33_10.11
quacamozza,h ndlekopf und imbergkamm fluh_47.54_10.05
paolo aaeabe,cernobbio colmegnone bisbino_45.87_9.09
cristina,un luuunnngggooo giro per il monte pora 1880 m_45.87_10.06
cristina,pizzo formico 1636 m_45.86_9.94
PStraub,plan nderungen schiberg und plattenberg 2044 2082 m_47.09_8.95
monigau,diedamskopf mit blasmusik_47.34_10.03
Sky,barbarossa double trail_45.79_9.14
caco,rifugio alpe piazza_46.09_9.62
patripoli,a cavallo della giumenta_45.83_9.45
Alberto C.,monte tesoro m 1431 da carenno_45.81_9.48
Giaco,pizzoni di laveno_45.92_8.66
Poge,colmenacco san primo ponciv_45.93_9.2
jaschwilli,von freiburg auf dem querweg nach engen 100 km biwak tour in 2 5 tagen tag 1_47.93_8.07
Krokus,farbige rebberge und ellhorn_47.04_9.5
laponia41,von turtmann zur hohen br cke und weiter nach gampel_46.31_7.71
cristina,monte nudo 1235 m pizzoni di laveno 1035 m e sasso del ferro 1062 m_45.91_8.68
gbal,memories salita al monte vioz_46.39_10.65
quacamozza,hittisberg_47.45_9.97
Curi,um den eibsee_47.46_10.99
Chiemgauer,vom ochsenberg 1487m ber s wieserh rndl 1567m bis zum ladenberg 1383m_47.73_13.21
dodiesis,le valli della cappadocia capitolo ii_38.65_34.82
carpintero,fridlispitz und riseten_47.11_9.03
ser59,monti frati valrossa cabianca_46.02_9.83
tricky,von wasserauen zum s ntis via ostgrat b seggroute_47.27_9.39
dodiesis,le valli della cappadocia capitolo i_38.66_34.85
Curi,gindelalm und baumgartenschneid_47.71_11.79
gbal,hike n run n 6 uno strano quadrilatero da gavirate al campo dei fiori_45.86_8.74
Gemse,entlang der renaturierten isar bei garching_48.24_11.66
Bertrand,balcon sud du l tschental kippel laucherenalp blatten_46.41_7.8
Francesco,monte cistella 2880 m_46.24_8.27
Francesco,appenino ligure monte argentea monte rexia_44.43_8.66
Francesco,isola palmaria_44.04_9.84
Bertrand,bollberg en boucle depuis habkern_46.74_7.89
Poge,val vobbia liguria tra rocche boschi e ferrate_44.61_9
Menek,sul cancervo avventurosamente_45.92_9.62
Randolins,munt da san murrezzan_46.5_9.79
cristina,andata e ritorrno lema 1621 m tamaro 1961 m_46.07_8.85
PStraub,martini ohne gans federispitz 1865 m_47.15_9.09
Bertrand,travers e int grale des franches montagnes la chaux de fonds glovelier trail run 50km_47.22_7.02
Gemse,im ebersberger forst bei hohenlinden_48.14_12
360,stevens peak and red lake peak abandonned gold mines and some fun scrambling_38.72_-119.98
Bombo,chli aubrig 1642m_47.12_8.85
360,with omega3 on top of round top and the sisters mokelumne wilderness revisited_38.68_-120
milan,appenzeller runde mit g bris 1250m sommersberg 1177m h ch hirschberg 1168m_47.36_9.47
Giaco,monte lema da prad colo_46.04_8.82
stefi,lago di andromia 1937 m_46.16_8.26
Mel,letztes l rchengold und erster schneekontakt_46.31_7.91
ser59,premana pizzo mellasc_46.04_9.47
Mueri,ortstock 2716m via ostgrat_46.93_8.97
Bombo,tigert rme i iv reloaded galtigen_46.98_8.26
quacamozza,besler massiv_47.43_10.19
morgan,anello monte pasquella val d intelvi_45.97_9.11
CampoTencia,f hnrunde ber hirzli und planggenstock_47.13_9.01
Curi,von nagel auf den seeh gel_50.01_11.9
tignoelino,salecchio strada del postino_46.31_8.38
Randolins,rund um hinterzarten 2014_47.89_8.08
Fico,goldener herbst im urserental h henweg_46.61_8.52
veget,cima capezzone valle strona_45.94_8.22
morgan,capanna merigetto 1498m_46.06_8.84
schalb,m lchgrat mit morgendlichem reif_46.32_7.9
ser59,carona pizzo dell omo pizzo del diavolo per cresta_46.04_9.85
Menek,se non fai lo spino sei un pirlo con pizzocolo_45.67_10.58
Randolins,wo sind die gletscherm hlen in cavaglia_46.38_10.03
Poge,cima di paina e monte cardinello_46.19_9.22
carpintero,haggenspitz via m llerkamin und kleiner mythen_47.04_8.69
carpintero,grosser mythen via chalberst ckli und schafweg_47.03_8.69
carpintero,grosser mythen via chr zplangg und chalberst ckli_47.04_8.69
Gabri,monte cistella 2880m un bellissimo anello dorato novembrino_46.24_8.27
Schneemann,gonzen 1830m ber leiteren umrundung_47.07_9.43
stefi,monte mucrone 2333 m_45.63_7.96
SCM,schnebelhorn 1292m_47.34_8.97
Mel,viel los heute auf dem augstmatthorn_46.74_7.92
tignoelino,val deserta devero_46.33_8.28
Randolins,steinbockweg teil ii piz languard und zur ck_46.49_9.94
Sky,maggianico camposecco maggianico_45.83_9.42
patripoli,un allegro quartetto sulla presolana occidentale pi 1 defilato sul corzene_45.94_10.07
Giaco,sosto_46.55_8.96
siso,pizzo tom 2361 m e camogh 2357 m_46.54_8.68
guenter,rax karreralmsteig s dwestflanke heukuppe gsollriegelsteig_47.69_15.68
Randolins,konditionstest im herbst belchen 1tm_47.83_7.81
Menek,finalmente grignetta insieme a un wallaby_45.91_9.39
tricky,fluebrig zindlenspitz bockmattli die drei sch nsten voralpen gipfel_47.09_8.91
gero,sch nkahler 1688 m von osten kleine aufbautour nach berstandener op_47.54_10.5
quacamozza,rohrmooser runde piesenkopf und toniskopf rote wand_47.41_10.15
cappef,cima verosso 2444 m_46.16_8.17
Poge,il tour delle montagne senza cima covreto corbaro sirti cadrigna borgna_46.09_8.77
siso,sassariente 1768 m e cima di sassello 1891 m_46.2_8.9
Alberto C.,cima di fojorina m 1810 anche qui immersi nelle nubi_46.07_9.05
Gemse,eine wanderung am westlichen stadtrand von landsberg_48.05_10.84
Max64,becca trec re 3033 m e becca di nana 3010 m da cheneil_45.86_7.66
cristina,collecchio 2957 m cresta giogo di montechiesa_46.43_10.83
Poge,pizzo diei e monte cistella_46.24_8.26
Bertrand,guggini en circuit de herbriggen randa_46.12_7.78
Gabri,piz martel 2450m bella e selvaggia valle del dosso_46.2_9.24
cristina,dolomiti di brenta ferrata spellini_46.18_10.88
milan,hornisgrinde 1163m und naturpark schwarzwald mitte nord_48.59_8.21
Mel,sigriswiler rothorn 2051m_46.73_7.75
Francesco,monte bregagno marnotto e tab r_46.09_9.21
patripoli,resegone in salsa elia_45.87_9.47
tignoelino,monte cobernas devero_46.32_8.29
Menek,sul cavallo c il pegherolo_46.04_9.67
justus,vorder selbsanft nordgrat und bifertenstock via eisnase_46.84_9
cappef,monte zeda 2156 m_46.04_8.56
detlefpalm,dinara_44.08_16.37
Max64,monte croce 2895 m val d ayas_45.86_7.71
leuti,auf dem grat zwischen leventina und valle di blenio_46.42_8.91
Bombo,schijen rundtour ibergeregg_47.01_8.74
siso,pizzo di vogorno 2442 m dall alpe bardugh_46.24_8.88
leuti,sonntagsrunde ber 3 t sstaler gipfel_47.3_8.96
quacamozza,gro e schlicke berschreitung ostgrat s dwestgrat_47.52_10.65
cappef,rifugio tomeo 1739 m_46.37_8.68
cappef,cima corte lorenzo 1574 m_45.99_8.45
bulbiferum,vom jaunpass nach saanenm ser_46.55_7.31
Poge,su e gi per creste in alta val brembana_46.05_9.78
Bombo,forst druesberg via m rl loch_47_8.81
quacamozza,12 apostel grat_47.53_10.74
Curi,auf den wank_47.51_11.14
Curi,ber den k hgundkamm zum iseler_47.51_10.42
quacamozza,pfeilspitze berschreitung_47.34_10.56
Menek,ultime corna di stagione corna blacca 2006 mt_45.8_10.38
Poge,piz muragl piz clux piz languard grande tris in engadina_46.49_9.93
Gemse,um kalchreuth am rande des schwarzen jura_49.56_11.14
cristina,piz duleda 2909 e cima puez 2913 m_46.58_11.79
cristina,dolomiti di brenta piz galin 2442 m croz dell altissimo 2339 m e cima dei lasteri 2459 m_46.17_10.95
cristina,le malinconiche maddalene cima lago 2615 m e cima quaira 2752 m_46.46_10.87
Bertrand,travers e de la cote sw de la cr te j5 remont e des gorges de samaria d agia roumeli omalos_35.27_23.94
alidade,les hautes vosges petit hohneck le markstein_47.98_7
Bertrand,travers e de la c te sw de la cr te j3 agia roumeli loutro_35.21_24.02
Bertrand,travers e de la cote sw de la cr te j4 ascension du papoures_35.24_23.95
carpintero,gamsberg via nordflanke und doppelgleis_47.15_9.38
gebre,girotondo alla punta marinelli 3 182m_46.33_9.92
Alberto C.,monte cancervo m 1835 per il canalino dei sassi_45.91_9.63
Chiemgauer,benewand 1801m ber maxe und noch einiges mehr_47.68_11.45
Gemse,in der k nigsbrunner heide entlang des lochbachs_48.28_10.91
MichaelG,penya roja 358m_39.87_3.16
Francesco,traversata dalla valle maggia con pizzo delle pecore 2381 m alla val verzasca_46.3_8.71
stefi,col des org res 2707 m_45.73_6.92
ser59,pizzo gro_46.04_9.94
JoergK,rund um das karhorn_47.25_10.14
Poge,traversata diavolino diavolo di tenda e monte aga_46.04_9.85
JeanNicolas,alpschele bunderspitz_46.49_7.61
giorgio59m,cima di nomnom 2633mt nubi sole e grandi panorami_46.35_9.17
Bertrand,travers e c te sw de la cr te j2 soughia lissos paleochora_35.24_23.75
3614m,schafgafall und kirchlispitz runde_47.05_9.76
beppu,via chammere r mis uf d l derenalp_46.98_7.79
fuemm63,als seilbahnwanderer bers hinterjochli_46.92_8.49
360,jobs peak jobs sister freel peak trilogy a tahoe classic_38.85_-119.88
tignoelino,cima di valtendra m 2693_46.3_8.23
MatthiasG,rauher kopf 3101m ein langer tag in der silvretta_46.89_10.12
milan,rautispitz 2283m_47.08_9.01
siso,capanna osola 1418 m_46.32_8.73
Mel,uomo di cagna_41.56_9.05
Randolins,streckenwanderung ber den blauen_47.78_7.71
grandemago,marettimo anello punta libeccio e_37.96_12.06
Chiemgauer,plumsbachumrahmung von der eisk nigspitze 1871 m bis zur mondscheinspitze 2106 m_47.53_11.57
Bertrand,la cr te en famille gingilos la sentinelle des gorges de samaria_35.3_23.91
guenter,hohe veitsch burg gr nwasenwand senkstein_47.66_15.46
MunggaLoch,piz belvair uf helvetisch piz sch ns luaga_46.6_9.89
Simone86,monte todano 1 667m e il pizzo 1 644m_46.01_8.55
quacamozza,krinnenspitze und litnisschrofen_47.47_10.58
Urs,s ntis_47.26_9.39
quacamozza,gehrenspitze ostgrat_47.49_10.67
mountainrescue,uschowa im zweiten anlauf hat es endlich geklappt_46.46_14.66
schalb,turtmanntal rechter panorama pfad_46.23_7.72
ser59,pizzo brunone e cima d avert_46.05_9.99
Menek,una bella sinfonia con amadeus sulla punta telegrafo_45.71_10.84
Alberto C.,monte resegone m1875 per la ferrata del centenario_45.86_9.46
Gemse,an der donau bei gro mehring_48.76_11.52
cristina,pointe gua 2778 m ti abbiamo trovata_45.77_7.75
cristina,foisc 2208 m_46.53_8.66
quacamozza,sulzspitze berschreitung nord s d und schochenspitze nordgrat_47.47_10.53
schalb,ber den herbstlichen augstbordpass zum br ndji oberstafel_46.2_7.76
mountainrescue,f hnsturm auf der topitza_46.51_14.69
milan,donautal und donauwellen runde ab fridingen_48.02_8.95
schalb,vom br ndji oberstafel zum br ndjispitz_46.18_7.71
Bergamotte,berschreitung w ndlispitz 1971m_47.06_8.87
carpintero,h enerberg via chammhalden girenspitz via nordostgrat und s ntis_47.25_9.33
Chiemgauer,komplette geiselh rner berschreitung 2297m inklusive abstecher zum bischof 2285m_47.53_12.61
CampoTencia,amdener gulme 1789m_47.17_9.19
MichaelG,gro e schlicke 2059m_47.51_10.61
fuemm63,rigi modul 4 herbstliche genusswanderung zwischen kl sterli und kulm_47.05_8.48
Bergamotte,ortstock 2717m_46.94_8.97
MichaelG,tannheimer talrunde_47.5_10.54
guenter,schneealm mitterbergwald gamskircherl salzwand_47.73_15.57
mountainrescue,rundtour auf einsamen und verschwiegenen wegen im petzengebiet_46.51_14.73
carpintero,ch pfenberg via ostgrat br ggler und wageten_47.11_8.99
carpintero,silberplatten und stoss_47.23_9.32
carpintero,schafbergturm und f hlenschafberg via l chlibetter und borsthalden_47.24_9.39
carpintero,altmann via schaffhauser kamin und f hlent rm westgipfel abstieg via l chlibetterweg_47.25_9.39
Krokus,alvier im f hnsturm_47.1_9.43
CampoTencia,5 seen wanderung und f hn kapriolen_46.98_9.4
Mel,ber die alpine variante des gr20 durch die aiguilles de bavella_41.8_9.21
CampoTencia,sonnige tour ber den guscha_47.05_9.32
Schneemann,chli windg llen 2986 m oder eher f hng llen_46.79_8.72
fuemm63,verblasen auf dem grat zwischen jochlistock und gandispitz_46.91_8.53
360,ebbetts and reynolds peak fun scrambling on a warm and sunny fall day_38.56_-119.83
beppu,ein aussichtspunkt im emmental_46.91_7.74
Linard03,schesaplana 2964m bike hike_47.03_9.69
Sherpa,vrenelisg rtli 2904m via guppengrat_47_9.01
Poge,quasi cengalo_46.27_9.59
Poge,pizzo recastello_46.05_10.04
Mel,verregneter korsika auftakt lac de bastani monte renoso abgebrochen_42.07_9.14
Urs,hinter grauspitz_47.08_9.6
dominik,trailrunning furkalauf 2014_46.58_8.47
Sky,claro pizzo 2500 2h51 07_46.28_9.04
cristina,orecchia di lepre 3257 m cresta azzurra_46.54_10.89
cristina,monte tonale orientale 2696 m e citt morta_46.28_10.61
mountainrescue,spaziergang nach sveti ana zur heimat der schwarzen madonna_46.49_14.72
jaschwilli,biwak auf dem rophaien_46.94_8.65
giorgio59m,luuuuunga e bagnata la val cadlimo_46.56_8.75
caco,capanna mambretti_46.09_9.93
caco,val roseg con puntata alla chamanna tschierva_46.45_9.92
cristina,piz bo capanna fassa 3152 m_46.53_11.83
Curi,burgsteinfelsen haberstein k sseine_49.99_12
mountainrescue,hochobir oder die sage von den sieben k rntner plagen_46.5_14.5
Sky,vertikal2000_45.78_7.02
ser59,cime fraina cassera larecc_46.05_9.46
Alberto C.,al rifugio barba ferrero m 2247_45.89_7.92
MatthiasG,sonntagspitze am samstag eine hikr premiere_46.89_10.07
Menek,prima una penna sul cappello poi facciamo l aiona_44.48_9.47
cristina,anello dei 10 laghi_46.27_10.79
Francesco,einshorn 2944 m_46.49_9.22
Mel,vom brienzer rothorn zum br nigpass_46.77_8.09
siso,rifugio starlaresc da sgi f 1880 m_46.28_8.78
Bergamotte,muttenstock 3089m piz d artgas 2787m co_46.85_9.03
Bombo,chessel 2574m schlieren 2830 uri rotstock 2929m_46.87_8.54
Matthias Pilz,hochwildstelle_47.33_13.8
milan,federispitz 1865m und ch emettler 1703m mit viel auf und ab_47.18_9.1
Chiemgauer,birnhorn 2634m bis d rrkarhorn 2287m jeder tag ein anderer gipfel abgeschlossen_47.49_12.74
tignoelino,simelipass m 3023 sempione_46.21_7.99
Gemse,kleine wanderung in der holledau_48.62_11.61
fuemm63,lykischer trail ii aus dem g ny k canyon bis zur sar nar quelle_36.7_30.53
Max64,pizzo valgrande 2529 m alpe veglia_46.26_8.15
lila,oktobersonne am mittelrhein_50.06_7.8
Nordwahn,gro er phyrgas 2244m_47.64_14.38
mountainrescue,unterwegs in den schroffen steinern oder imposante einblicke von sterreichs s dlichstem sattel_46.39_14.57
Bertrand,capu tafunatu face est et travers e_42.32_8.87
mountainrescue,goli vrh herrlicher aussichtsberg mit blick in die imposanten w nde der steiner alpen_46.4_14.56
MichaelG,philosophenweg und schloss heidelberg_49.41_8.7
plovertc,wildgrabenjoch_46.66_12.32
morgan,pizzo stella 2688 valle di bosco gurin_46.33_8.48
Alberto C.,monte cavallo 2323_46.05_9.67
Gemse,ber 5 ameisenhaufen auch berge genannt bei miegersbach_48.34_11.18
Matthias Pilz,wanderung auf den schwarzkogel_47.44_15.4
cristina,cima ombretta orientale 3011 m ferrata sasso vernale_46.44_11.82
cristina,presanella 3558 m via monte nero_46.21_10.7
mountainrescue,k rntner storschitz eine etwas unheimliche tour im b renland_46.43_14.53
Poge,monte tagliaferro_45.88_7.99
bulbiferum,vom zwischbergental nach simplon dorf_46.18_8.09
ser59,dente di coca via castelnuovo spigolo n o cime d arigna pizzo coca_46.06_10.01
